president,term,start_date,end_date,approving,disapproving,unsure_no_data,democrats_approving,independents_approving,republicans_approving,poll_source,source_url
George W. Bush,1st term,02/28/2006,03/01/2006,38,60,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,02/09/2006,02/12/2006,39,56,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,02/06/2006,02/09/2006,42,55,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/20/2006,1/22/2006,43,54,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/9/2006,1/12/2006,43,53,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,01/06/2006,1/8/2006,43,54,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/19/2005,12/22/2005,43,53,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/16/2005,12/18/2005,41,56,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/9/2005,12/11/2005,42,55,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/05/2005,12/8/2005,43,52,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/17/2005,11/20/2005,38,57,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/11/2005,11/13/2005,37,60,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/7/2005,11/10/2005,40,55,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/28/2005,10/30/2005,41,56,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/21/2005,10/23/2005,42,55,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/13/2005,10/16/2005,39,58,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/26/2005,09/28/2005,44,50,6,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/16/2005,09/18/2005,40,58,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/12/2005,09/15/2005,45,52,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/08/2005,09/11/2005,46,51,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/28/2005,08/30/2005,45,52,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/22/2005,08/25/2005,40,58,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/08/2005,08/11/2005,45,51,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/05/2005,08/07/2005,45,51,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/25/2005,07/28/2005,44,51,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/22/2005,07/24/2005,49,48,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/07/2005,07/10/2005,49,48,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/29/2005,06/30/2005,46,51,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/24/2005,06/26/2005,45,53,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/16/2005,06/19/2005,47,51,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/06/2005,06/08/2005,47,49,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/23/2005,05/26/2005,48,47,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/20/2005,05/22/2005,46,50,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/02/2005,05/05/2005,50,45,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/29/2005,05/01/2005,48,49,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/18/2005,04/21/2005,48,49,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/04/2005,04/07/2005,50,45,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/01/2005,04/02/2005,48,48,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/21/2005,03/23/2005,45,49,6,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/18/2005,03/20/2005,52,44,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/07/2005,03/10/2005,52,44,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/25/2005,2/27/2005,52,45,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,02/21/2005,02/24/2005,51,45,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,02/07/2005,2/10/2005,49,48,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/4/2005,2/6/2005,57,40,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/14/2005,1/16/2005,51,46,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/7/2005,1/9/2005,52,44,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/3/2005,1/5/2005,52,44,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/17/2004,12/19/2004,49,46,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/05/2004,12/08/2004,53,44,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/19/2004,11/21/2004,55,42,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/07/2004,11/10/2004,53,44,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/29/2004,10/31/2004,48,47,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/22/2004,10/24/2004,51,46,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/14/2004,10/16/2004,51,47,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/11/2004,10/14/2004,48,49,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/09/2004,10/10/2004,47,49,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/01/2004,10/03/2004,50,48,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/24/2004,09/26/2004,54,44,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/13/2004,09/15/2004,52,45,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/03/2004,09/05/2004,52,46,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/23/2004,08/25/2004,49,47,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/09/2004,08/11/2004,51,46,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/30/2004,08/01/2004,48,49,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/19/2004,07/21/2004,49,47,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/08/2004,07/11/2004,47,49,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/21/2004,06/23/2004,48,49,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/03/2004,06/06/2004,49,49,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/21/2004,05/23/2004,47,49,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/07/2004,05/09/2004,46,51,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/02/2004,05/04/2004,49,48,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/16/2004,04/18/2004,52,45,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/05/2004,04/08/2004,52,45,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/26/2004,03/28/2004,53,44,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/08/2004,03/11/2004,50,47,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/05/2004,03/07/2004,49,48,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/16/2004,2/17/2004,51,46,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/9/2004,2/12/2004,51,46,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/6/2004,2/8/2004,52,44,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,01/29/2004,02/01/2004,49,48,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/12/2004,1/15/2004,53,44,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/9/2004,1/11/2004,59,38,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/2/2004,1/5/2004,60,35,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/15/2003,12/16/2003,63,34,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/11/2003,12/14/2003,56,41,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/05/2003,12/07/2003,55,43,2,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/14/2003,11/16/2003,50,47,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/10/2003,11/12/2003,51,45,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/03/2003,11/05/2003,54,43,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/24/2003,10/26/2003,53,42,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/10/2003,10/12/2003,56,40,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,10/06/2003,10/08/2003,55,42,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/19/2003,09/21/2003,50,47,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,09/08/2003,09/10/2003,52,43,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/25/2003,08/26/2003,59,37,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,08/04/2003,08/06/2003,60,36,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/25/2003,07/27/2003,58,38,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/18/2003,07/20/2003,59,38,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,07/07/2003,07/09/2003,62,34,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/27/2003,06/29/2003,61,36,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/12/2003,06/15/2003,63,33,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,06/09/2003,06/10/2003,62,34,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/30/2003,06/01/2003,64,32,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/19/2003,05/21/2003,66,30,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,05/05/2003,05/07/2003,69,28,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/22/2003,04/23/2003,70,26,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/14/2003,04/16/2003,71,24,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/07/2003,04/09/2003,69,26,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,04/05/2003,04/06/2003,70,27,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/29/2003,03/30/2003,71,26,3,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/24/2003,03/25/2003,69,27,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/22/2003,03/23/2003,71,25,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/14/2003,03/15/2003,58,38,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,03/03/2003,03/05/2003,57,37,6,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,02/24/2003,02/26/2003,57,37,6,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/17/2003,2/19/2003,58,37,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,2/7/2003,2/9/2003,61,34,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,02/03/2003,02/06/2003,59,35,6,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/31/2003,2/2/2003,61,35,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,01/23/2003,1/25/2003,60,36,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/20/2003,01/22/2003,58,36,6,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/13/2003,1/16/2003,61,34,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,1/10/2003,1/12/2003,58,37,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,01/03/2003,01/05/2003,63,32,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/19/2002,12/22/2002,61,32,7,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/16/2002,12/17/2002,63,33,4,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/09/2002,12/10/2002,63,32,5,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,12/05/2002,12/08/2002,64,29,7,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
George W. Bush,1st term,11/22/2002,11/24/2002,65,28,7,,,,,https://www.presidency.ucsb.edu/statistics/data/george-w-bush-public-approval
